Entity,Code,Year,Crude divorce rate
Slovenia,SVN,1986,1.2
Slovenia,SVN,1987,1.1
Slovenia,SVN,1988,1
Slovenia,SVN,1989,1.1
Slovenia,SVN,1990,0.9
Slovenia,SVN,1991,0.9
Slovenia,SVN,1992,1
Slovenia,SVN,1993,1
Slovenia,SVN,1994,1
Slovenia,SVN,1995,0.8
Slovenia,SVN,1996,1
Slovenia,SVN,1997,1
Slovenia,SVN,1998,1
Slovenia,SVN,1999,1
Slovenia,SVN,2000,1.1
Slovenia,SVN,2001,1.1
Slovenia,SVN,2002,1.2
Slovenia,SVN,2003,1.2
Slovenia,SVN,2004,1.2
Slovenia,SVN,2005,1.3
Slovenia,SVN,2006,1.2
Slovenia,SVN,2007,1.3
Slovenia,SVN,2008,1.1
Slovenia,SVN,2009,1.1
Slovenia,SVN,2010,1.2
Slovenia,SVN,2011,1.1
Slovenia,SVN,2012,1.2
Slovenia,SVN,2013,1.1
Slovenia,SVN,2014,1.2
Slovenia,SVN,2015,1.2
Slovenia,SVN,2016,1.2
Slovenia,SVN,2017,1.2
Slovenia,SVN,2018,1.1
Slovenia,SVN,2019,1.2
Slovenia,SVN,2020,0.8
Slovenia,SVN,2021,1.1
Slovenia,SVN,2022,1
South Korea,KOR,1970,0.4
South Korea,KOR,1971,0.3
South Korea,KOR,1972,0.4
South Korea,KOR,1973,0.4
South Korea,KOR,1974,0.4
South Korea,KOR,1975,0.5
South Korea,KOR,1976,0.5
South Korea,KOR,1977,0.6
South Korea,KOR,1978,0.5
South Korea,KOR,1979,0.5
South Korea,KOR,1980,0.6
South Korea,KOR,1981,0.6
South Korea,KOR,1982,0.7
South Korea,KOR,1983,0.7
South Korea,KOR,1984,0.9
South Korea,KOR,1985,0.9
South Korea,KOR,1986,0.9
South Korea,KOR,1987,1
South Korea,KOR,1988,1
South Korea,KOR,1989,1
South Korea,KOR,1990,1.1
South Korea,KOR,1991,1.1
South Korea,KOR,1992,1.2
South Korea,KOR,1993,1.3
South Korea,KOR,1994,1.4
South Korea,KOR,1995,1.5
South Korea,KOR,1996,1.7
South Korea,KOR,1997,2
South Korea,KOR,1998,2.5
South Korea,KOR,1999,2.5
South Korea,KOR,2000,2.5
South Korea,KOR,2001,2.8
South Korea,KOR,2002,3
South Korea,KOR,2003,3.4
South Korea,KOR,2004,2.9
South Korea,KOR,2005,2.6
South Korea,KOR,2006,2.5
South Korea,KOR,2007,2.5
South Korea,KOR,2008,2.4
South Korea,KOR,2009,2.5
South Korea,KOR,2010,2.3
South Korea,KOR,2011,2.3
South Korea,KOR,2012,2.3
South Korea,KOR,2013,2.3
South Korea,KOR,2014,2.3
South Korea,KOR,2015,2.1
South Korea,KOR,2016,2.1
South Korea,KOR,2017,2.1
South Korea,KOR,2018,2.1
South Korea,KOR,2019,2.2
South Korea,KOR,2020,2.1
South Korea,KOR,2021,2
South Korea,KOR,2022,1.8
Spain,ESP,1981,0.3
Spain,ESP,1982,0.6
Spain,ESP,1983,0.5
Spain,ESP,1984,0.5
Spain,ESP,1985,0.5
Spain,ESP,1986,0.5
Spain,ESP,1987,0.5
Spain,ESP,1988,0.6
Spain,ESP,1989,0.6
Spain,ESP,1990,0.6
Spain,ESP,1991,0.7
Spain,ESP,1992,0.7
Spain,ESP,1993,0.7
Spain,ESP,1994,0.8
Spain,ESP,1995,0.8
Spain,ESP,1996,0.8
Spain,ESP,1997,0.9
Spain,ESP,1998,0.9
Spain,ESP,1999,0.9
Spain,ESP,2000,0.9
Spain,ESP,2001,1
Spain,ESP,2002,1
Spain,ESP,2003,1.1
Spain,ESP,2004,1.2
Spain,ESP,2005,1.7
Spain,ESP,2006,2.9
Spain,ESP,2007,2.8
Spain,ESP,2008,2.4
Spain,ESP,2009,2.1
Spain,ESP,2010,2.2
Spain,ESP,2011,2.2
Spain,ESP,2012,2.2
Spain,ESP,2013,2
Spain,ESP,2014,2.2
Spain,ESP,2015,2.1
Spain,ESP,2016,2.1
Spain,ESP,2017,2.1
Spain,ESP,2018,2
Spain,ESP,2019,1.9
Spain,ESP,2020,1.6
Spain,ESP,2021,1.8
Spain,ESP,2022,1.7
Sweden,SWE,1960,1.2
Sweden,SWE,1961,1.2
Sweden,SWE,1962,1.2
Sweden,SWE,1963,1.1
Sweden,SWE,1964,1.2
Sweden,SWE,1965,1.2
Sweden,SWE,1966,1.3
Sweden,SWE,1967,1.4
Sweden,SWE,1968,1.4
Sweden,SWE,1969,1.5
Sweden,SWE,1970,1.6
Sweden,SWE,1971,1.7
Sweden,SWE,1972,1.9
Sweden,SWE,1973,2
Sweden,SWE,1974,3.3
Sweden,SWE,1975,3.1
Sweden,SWE,1976,2.6
Sweden,SWE,1977,2.5
Sweden,SWE,1978,2.5
Sweden,SWE,1979,2.5
Sweden,SWE,1980,2.4
Sweden,SWE,1981,2.4
Sweden,SWE,1982,2.5
Sweden,SWE,1983,2.5
Sweden,SWE,1984,2.4
Sweden,SWE,1985,2.4
Sweden,SWE,1986,2.3
Sweden,SWE,1987,2.2
Sweden,SWE,1988,2.1
Sweden,SWE,1989,2.2
Sweden,SWE,1990,2.3
Sweden,SWE,1991,2.3
Sweden,SWE,1992,2.5
Sweden,SWE,1993,2.5
Sweden,SWE,1994,2.5
Sweden,SWE,1995,2.6
Sweden,SWE,1996,2.4
Sweden,SWE,1997,2.4
Sweden,SWE,1998,2.3
Sweden,SWE,1999,2.4
Sweden,SWE,2000,2.4
Sweden,SWE,2001,2.4
Sweden,SWE,2002,2.4
Sweden,SWE,2003,2.4
Sweden,SWE,2004,2.2
Sweden,SWE,2005,2.2
Sweden,SWE,2006,2.2
Sweden,SWE,2007,2.3
Sweden,SWE,2008,2.3
Sweden,SWE,2009,2.4
Sweden,SWE,2010,2.5
Sweden,SWE,2011,2.5
Sweden,SWE,2012,2.5
Sweden,SWE,2013,2.8
Sweden,SWE,2014,2.7
Sweden,SWE,2015,2.5
Sweden,SWE,2016,2.4
Sweden,SWE,2017,2.4
Sweden,SWE,2018,2.5
Sweden,SWE,2019,2.5
Sweden,SWE,2020,2.5
Sweden,SWE,2021,2.3
Sweden,SWE,2022,2.1
Switzerland,CHE,1960,0.9
Switzerland,CHE,1961,0.9
Switzerland,CHE,1962,0.8
Switzerland,CHE,1963,0.8
Switzerland,CHE,1964,0.8
Switzerland,CHE,1965,0.8
Switzerland,CHE,1966,0.8
Switzerland,CHE,1967,0.9
Switzerland,CHE,1968,0.9
Switzerland,CHE,1969,1
Switzerland,CHE,1970,1
Switzerland,CHE,1971,1.1
Switzerland,CHE,1972,1.2
Switzerland,CHE,1973,1.3
Switzerland,CHE,1974,1.3
Switzerland,CHE,1975,1.4
Switzerland,CHE,1976,1.5
Switzerland,CHE,1977,1.7
Switzerland,CHE,1978,1.7
Switzerland,CHE,1979,1.7
Switzerland,CHE,1980,1.7
Switzerland,CHE,1981,1.8
Switzerland,CHE,1982,1.8
Switzerland,CHE,1983,1.8
Switzerland,CHE,1984,1.7
Switzerland,CHE,1985,1.8
Switzerland,CHE,1986,1.8
Switzerland,CHE,1987,1.8
Switzerland,CHE,1988,1.9
Switzerland,CHE,1989,1.9
Switzerland,CHE,1990,2
Switzerland,CHE,1991,2
Switzerland,CHE,1992,2.1
Switzerland,CHE,1993,2.2
Switzerland,CHE,1994,2.2
Switzerland,CHE,1995,2.2
Switzerland,CHE,1996,2.3
Switzerland,CHE,1997,2.4
Switzerland,CHE,1998,2.5
Switzerland,CHE,1999,2.9
Switzerland,CHE,2000,1.5
Switzerland,CHE,2001,2.2
Switzerland,CHE,2002,2.2
Switzerland,CHE,2003,2.3
Switzerland,CHE,2004,2.4
Switzerland,CHE,2005,2.9
Switzerland,CHE,2006,2.8
Switzerland,CHE,2007,2.6
Switzerland,CHE,2008,2.6
Switzerland,CHE,2009,2.5
Switzerland,CHE,2010,2.8
Switzerland,CHE,2011,2.2
Switzerland,CHE,2012,2.2
Switzerland,CHE,2013,2.1
Switzerland,CHE,2014,2
Switzerland,CHE,2015,2.1
Switzerland,CHE,2016,2
Switzerland,CHE,2017,1.9
Switzerland,CHE,2018,1.9
Switzerland,CHE,2019,2
Switzerland,CHE,2020,1.9
Switzerland,CHE,2021,2
Switzerland,CHE,2022,1.8
Turkey,TUR,2003,0.8
Turkey,TUR,2004,1.3
Turkey,TUR,2005,1.4
Turkey,TUR,2006,1.3
Turkey,TUR,2007,1.3
Turkey,TUR,2008,1.4
Turkey,TUR,2009,1.6
Turkey,TUR,2010,1.6
Turkey,TUR,2011,1.6
Turkey,TUR,2012,1.6
Turkey,TUR,2013,1.6
Turkey,TUR,2014,1.7
Turkey,TUR,2015,1.7
Turkey,TUR,2016,1.6
Turkey,TUR,2017,1.6
Turkey,TUR,2018,1.7
Turkey,TUR,2019,1.9
Turkey,TUR,2020,1.62
Turkey,TUR,2022,2.1
United Kingdom,GBR,1965,0.7
United Kingdom,GBR,1966,0.7
United Kingdom,GBR,1967,0.8
United Kingdom,GBR,1968,0.8
United Kingdom,GBR,1969,0.9
United Kingdom,GBR,1970,1
United Kingdom,GBR,1971,1.3
United Kingdom,GBR,1972,2.1
United Kingdom,GBR,1973,1.9
United Kingdom,GBR,1974,2
United Kingdom,GBR,1975,2.1
United Kingdom,GBR,1976,2.3
United Kingdom,GBR,1977,2.3
United Kingdom,GBR,1978,2.6
United Kingdom,GBR,1979,2.5
United Kingdom,GBR,1980,2.6
United Kingdom,GBR,1981,2.6
United Kingdom,GBR,1982,2.6
United Kingdom,GBR,1983,2.6
United Kingdom,GBR,1984,2.6
United Kingdom,GBR,1985,2.8
United Kingdom,GBR,1986,2.7
United Kingdom,GBR,1987,2.7
United Kingdom,GBR,1988,2.7
United Kingdom,GBR,1989,2.6
United Kingdom,GBR,1990,2.7
United Kingdom,GBR,1991,2.8
United Kingdom,GBR,1992,2.8
United Kingdom,GBR,1993,2.9
United Kingdom,GBR,1994,2.7
United Kingdom,GBR,1995,2.9
United Kingdom,GBR,1996,3
United Kingdom,GBR,1997,2.8
United Kingdom,GBR,1998,2.7
United Kingdom,GBR,1999,2.7
United Kingdom,GBR,2000,2.6
United Kingdom,GBR,2001,2.7
United Kingdom,GBR,2002,2.7
United Kingdom,GBR,2003,2.8
United Kingdom,GBR,2004,2.8
United Kingdom,GBR,2005,2.6
United Kingdom,GBR,2006,2.4
United Kingdom,GBR,2007,2.3
United Kingdom,GBR,2008,2.2
United Kingdom,GBR,2009,2
United Kingdom,GBR,2010,2.1
United Kingdom,GBR,2011,2.1
United Kingdom,GBR,2012,2.1
United Kingdom,GBR,2013,2
United Kingdom,GBR,2014,1.9
United Kingdom,GBR,2015,1.7
United Kingdom,GBR,2016,1.8
United Kingdom,GBR,2017,1.7
United Kingdom,GBR,2018,1.5
United Kingdom,GBR,2019,1.8
United Kingdom,GBR,2020,1.7
United States,USA,1970,3.5
United States,USA,1985,5
United States,USA,1992,4.8
United States,USA,1993,4.6
United States,USA,1994,4.6
United States,USA,1995,4.4
United States,USA,1996,4.3
United States,USA,1997,4.3
United States,USA,1998,4.2
United States,USA,2000,4
United States,USA,2001,4
United States,USA,2002,3.9
United States,USA,2003,3.8
United States,USA,2004,3.7
United States,USA,2005,3.6
United States,USA,2006,3.7
United States,USA,2007,3.6
United States,USA,2008,3.5
United States,USA,2009,3.5
United States,USA,2010,3.6
United States,USA,2011,3.6
United States,USA,2012,3.4
United States,USA,2013,3.3
United States,USA,2014,3.2
United States,USA,2015,3.1
United States,USA,2016,3
United States,USA,2017,2.9
United States,USA,2018,2.9
United States,USA,2019,2.7
United States,USA,2020,2.299
United States,USA,2021,2.5
